"","0","216000","540000","972000","0 | 1","216000 | 1","540000 | 1","972000 | 1","0 | 2","216000 | 2","540000 | 2","972000 | 2","0 | 3","216000 | 3","540000 | 3","972000 | 3","0 | 4","216000 | 4","540000 | 4","972000 | 4","0 | 5","216000 | 5","540000 | 5","972000 | 5"
"yfgM",NA,NA,NA,NA,NA,NA,NA,NA,664.8,452.1,571.1,228.6,NA,NA,NA,NA,NA,NA,NA,NA,819.2,731.6,489.2,532.6
"hisS",2489.1,1962.4,2029,2107.8,1406.8,1376.9,1184.3,2119.9,1172.3,677.3,810.1,446.5,1323.9,2037.9,1595.8,1014.9,2079.5,1198.1,1071.5,1348.4,1351.1,1289.9,806.7,847.7
"ispG",1216.9,945,779.5,1095.4,632.1,757.6,816.8,1283.4,479.3,345.1,507.7,221.6,1025,1067.1,852.1,777.5,987.5,723.1,554.1,987.7,667.1,557.9,448.4,514.8
"rodZ",1614.1,1505.2,1754.2,2023.7,860,1234.9,1446.7,2291.1,704.8,480.3,1262.4,655.7,1488.5,1615.7,1430.6,2636.2,1323.3,1787.1,1371.2,1844.9,1367.7,1023.1,1044.4,1366.7
"rlmN",1149,453,287.6,778,1052.9,400.8,389.5,798.3,514.3,217,199.7,174.6,1207.6,599.3,671.6,384.2,694.8,577.6,462,630.8,270.1,385.1,190.7,270.2
"ndk",3710.3,8897.4,1092.8,1158.9,3056.5,6510.5,1752.6,1511.6,3024.3,2116.3,1011.8,443.7,5399.7,4263.6,9775.8,534.5,2959.4,6612.3,1172.2,1239.5,1710.5,2852.1,981,530.2
"pbpC",378,346.6,403.8,434.6,54.6,330.6,61,193.6,103.7,73.4,136.1,65.7,259.6,273.6,314.4,248.7,177.3,221.7,131.2,206,121.4,153.6,125.1,67.1
"yfhM",NA,NA,NA,NA,NA,NA,NA,NA,97.7,66,311,109.9,NA,NA,NA,NA,NA,NA,NA,NA,237.4,277,268.9,340.8
"sseA",890.6,2635.3,4523.5,1512.5,686.9,1842.5,2384.7,1063.1,357.3,395.6,1352.6,238.9,706.7,1319.2,1100.6,3794,834.3,1662.2,1636.3,1503.7,539.1,465.9,717.9,616.3
"sseB",1045.5,795.4,322.3,352.3,499.2,310.7,309.9,417.4,294.3,117.4,324.9,120.5,752.1,643.8,634.9,167.2,402.8,336.6,300.1,201.5,289.9,408.8,171.7,111.1
"pepB",1521.5,1297.1,1196.8,891.9,770.3,677.9,788.4,1011.2,400,319.3,595.1,198.8,1199.3,1326.1,1256.2,562.3,667.2,854.8,931,668.7,521.6,578.6,491.1,296.8
"iscX",2488.8,1610,654.5,849.9,1255.3,739.1,733.5,641.4,655.6,330.8,435.1,227.8,2414.2,1726.2,1548.4,568.4,721.7,684.6,742,539.9,883.1,726.5,421.2,305.3
"fdx",2170.1,1318.4,529,1083.6,1900.1,1180.4,939.9,1006.3,761.8,380.8,412.4,241.6,1813.6,1151.6,1121,469.7,859,1037.4,1482.9,886.4,997.9,860.6,404.5,360.8
"hscA",1979.6,1431.6,613.7,795.2,1622.3,1123.2,919.3,1030.1,756.9,413.3,338.6,172.8,1745.6,1490.5,1144.4,487.1,1225.2,1072.7,1137.7,686.5,1049,682.8,463.4,346.2
"hscB",1218.8,425,147.4,506.5,690.1,409.9,225.6,775.2,323.9,90.6,282.5,238.1,792.7,437.8,408.8,394.4,445.2,156.6,454.5,720.1,460.4,405.9,399.5,362.4
"iscA",3915.6,2216.6,1209.6,8287.1,2525,2433.4,1941.3,7931.3,1597.4,649.6,2196.7,2065.2,3035.4,1908.9,2286.1,5324.1,1173.3,1883,5410.8,5433.1,1517.5,1968.5,2388.6,2726.9
"iscU",NA,NA,NA,NA,NA,NA,NA,NA,1271.7,304.5,1627.9,1489.9,NA,NA,NA,NA,NA,NA,NA,NA,903,1685.3,1923.9,2278.8
"iscS",2196.1,1294.4,204.6,3607,916.8,855.6,799.2,3805.6,706.2,218.5,1086.2,770.6,1473.3,848.8,1076.2,2020.5,789,677.9,2365,2029.9,613.8,1169.7,1569,1330.6
"iscR",NA,NA,NA,NA,NA,NA,NA,NA,658.8,178.6,818.4,1009.1,NA,NA,NA,NA,NA,NA,NA,NA,549.4,834,1245.2,1825.5
"trmJ",NA,NA,NA,NA,NA,NA,NA,NA,678.2,583.4,329.2,338.7,NA,NA,NA,NA,NA,NA,NA,NA,822.6,644.6,335.3,532.1
"suhB",1103.7,225,120.5,85,1390.5,279.7,56.7,60.7,252.6,209.9,85.9,54.2,1500.5,645.3,502.5,154.5,688.7,400.1,38,204,132.3,173,66.4,50.2
"yfhR",NA,NA,NA,NA,NA,NA,NA,NA,64,22.2,106.1,64.9,NA,NA,NA,NA,NA,NA,NA,NA,61.2,79.1,59.6,51.2
"csiE",117.8,389.8,1382.3,2108,31.2,644.9,674.9,2702.5,85,43.6,1652.1,1121.6,37.3,29.4,33.4,3327.2,224.7,32.5,844.8,2483.4,134.6,303,879,1714.1
"hcaT",303.7,314.3,329.1,645.1,251.2,593.7,269.4,278.9,112.1,87.3,217.5,164.1,207.5,210.2,240.2,487,267.2,514.6,328.3,379.5,107,125.3,136.6,165.6
"hcaR",117.7,781,466,2150.7,134.5,1274.2,1260.1,1345.4,150.3,150.3,1088.9,686.7,198.9,179.6,783.1,409,234.7,400.3,1601.5,1050.4,597.9,524.5,946.2,605
"hcaE",194.6,231,127.1,185.8,174.8,321.5,204.7,211.9,43.4,42.1,101,81.3,135,94.4,138.1,135.1,137.9,181,242.1,293.2,93.3,123.2,88.5,75.1
"hcaF",274.5,362,379.2,575.3,212.2,370.9,292.2,281.5,133.9,48.6,210.9,69.4,202.7,327.6,428.1,388.1,206.1,369.2,248.8,444.6,92.7,208.5,141.7,139.2
"hcaC",278.9,263.2,406.8,789.3,190.8,521.2,506.4,407.6,127.6,84,127.9,88.6,244.2,309.1,255.4,415,472.5,281.3,257.3,554,102.2,121.1,146.4,112.8
"hcaB",221.2,274,222.6,509,213.2,334.5,306.1,294.6,89.5,34.2,126.5,72.9,183.8,269.1,252.1,239,337,215,405.1,493.2,55.9,112.2,122.6,63.1
"hcaD",150.4,309.9,368.6,584.4,32.9,430.8,50.1,229.8,38.9,50.5,127.9,71.3,102.6,227.5,302.2,427.4,99,91,215.4,326.6,82.7,111.4,188.2,141.6
"yphA",92.1,397.8,2344,1357.6,132.1,290.5,1229.3,840.1,49.6,56.9,487.4,239.2,64.3,113.6,337.8,2889.8,204.5,276.7,727.9,793.6,64,190.8,409.3,556.5
"yphB",186.1,201.2,854.6,1018.4,268.1,470.4,588.1,784.8,81.8,67.8,279.8,176.6,143.3,176.5,326.8,745.5,202.9,414.8,717.3,977.4,94.6,211.9,228.4,250.9
"yphC",105.4,227.9,841.1,723.6,105,319,534.1,628.1,58.9,60.6,342.9,118.9,102.8,148.9,255.4,370.5,128.4,292.3,703.2,722.3,79,82.2,243.6,184.6
"yphD",170.4,124.6,475.5,441.9,229.2,395.4,403.8,803.8,49.3,62.3,240.3,77.3,138.9,140,120.6,263.9,224.3,237.9,560.5,780.8,46.5,65.3,217.1,131.4
"yphE",23.6,147.4,455.4,589.1,61.5,336.2,273.2,567.5,38.7,5.3,445.6,107.2,24.1,30.6,99.9,225.1,28.8,148.5,453.5,738.5,35.4,63.5,276.3,155.9
"yphF",134,280.7,2737.4,1454.4,173.7,315.2,894.4,1078,74.6,61,920.9,314.8,143.4,166.3,330.9,1433.6,111.1,288.7,1287.5,1199.1,58.9,141.4,958.4,391.9
"yphG",158,180,1135.8,595,40.6,253.7,419.8,698,61.9,86,463.9,131.2,229.6,246.8,218.1,607.4,64.9,68.7,542.9,728.6,79,126.4,249.4,168.2
"yphH",210,240,413.1,367.4,122.2,207.4,156.4,234.7,73,42.8,120,124.9,194.9,227.2,271.4,229.3,134.5,126,185.3,269.4,83.7,125.7,150.1,90.1
"glyA",1955,4236.6,7621.9,2430.3,2231.9,3329.9,2863.7,1037.8,876.5,440.4,2172.9,502.6,976.7,2635.8,2675.6,655,1206.7,2013,1992.3,1101.8,924.5,1313,1368.3,471.3
"hmp",416.4,497.5,759.3,488.2,408.6,728.7,629.2,333.2,134.3,183.2,344.8,102.8,409.9,473.3,519.1,459.6,467.1,827.9,827.1,517.6,214.3,216,191.8,113.7
"glnB",610.4,617.7,696.9,870.8,989.4,947.6,972.1,482.8,261.3,328,384.3,155.4,625.9,977.9,750.7,673.8,1138.5,1334.8,563.2,398.7,613.8,379.2,299.3,193.4
"glrR",1016.9,607.5,492.2,646.2,506.4,654.7,537.5,496.2,303.8,205.2,288.8,143.5,853.8,748.4,685.3,276.6,497.5,695.4,459.3,439.7,371.1,436.1,255.8,203.9
"qseG",809.9,485.2,624.9,784.4,602.9,692,508.1,849.4,313.5,191.6,473.3,171.9,556.7,603.6,597.7,476.7,600.9,617.7,653.4,859.6,382,499.7,350.5,278.5
"glrK",696.4,572.3,753.6,1144,317.4,511.8,511.1,540.2,205.1,130.7,325.3,189.9,389.6,394.8,421,921.4,294.5,276,451.1,837.6,255.6,326.3,279.9,427.5
"purL",129.9,91.6,82.2,164.5,135.1,105.6,23.3,49.5,116.1,62,56,17.9,83.2,174,170.1,5.6,187.9,229.3,43.6,186.6,77.1,82.4,86.8,32.2
"mltF",283.9,117.5,29.6,127.6,370,162.2,178.1,128.1,69.7,22.4,24,49.8,197.6,193.3,93.4,14.8,183,194,180.3,196.8,41.7,108.4,39.6,46.1
"tadA",2533.3,622.6,377.8,669.4,2058.1,466,506.6,867.7,478.8,138.7,289.7,181.3,1628.4,850.5,504.6,265.1,467.8,636.5,545.4,619.3,278.7,452.7,241.4,234.2
"pgpC",591.3,627.9,951,940.5,440.1,656.5,726.1,1149.5,165.8,153.5,527.9,278.3,500.3,603.2,515.7,1105.6,312.8,653.3,1033.2,860,237.8,376.5,426.3,492.3
"yfhH",261.6,226.1,314.6,202.6,388.7,247.1,284.3,252.5,80.2,62.1,122.7,65.6,362.1,430,255.3,220.4,314.6,355.6,305.6,378.2,73.7,107.4,103.5,58.4
"yfhL",3888.8,605.1,172.6,279.9,4763.4,384.9,186.6,229.4,963.1,179.3,105.1,72.6,1768.9,560,377.9,120.5,1733.7,435,282.6,146.6,366.7,763.8,74.3,58.6
"acpS",507.4,607.1,695.6,711.3,282.5,373.3,270.9,238.5,248.4,128,325.3,151.6,413.3,565.4,504.8,333.6,228.3,276.2,328.6,186.9,313.7,332.1,199.5,166.8
"pdxJ",738.3,627.1,1209.9,848.6,536.6,756.8,703.9,574,208.8,180.7,537.5,186.3,596.3,630.5,693.1,427.1,605.5,853.8,735.1,536,305.4,315.5,287.2,164.9
"recO",274.4,286.7,126.3,187.2,200,289,187.5,256.3,199.4,123.4,161.3,91.7,305.8,271.1,167.4,87.5,198.2,167.5,364.6,309.1,162.8,198.3,95.1,57.2
"era",898,157,132.5,197.9,373.5,79.4,177.6,106.9,277.3,100.4,17.5,63.5,663.9,419.2,168.2,124.9,46.9,55.6,248.7,163,198.4,283.4,115.6,59.5
"rnc",1426.7,535.9,240.5,712.3,1059.8,535.2,493.5,1035.7,569,295.1,295,214.6,1575.6,1084.7,604.8,596.5,681.6,631.1,621,781.9,548.3,512.1,370,328.5
"lepB",1899.9,1301.1,514.5,1523.5,2244,1558.6,1213.4,1764.9,506.4,432,349.2,443.5,1407.8,936.2,1102.2,1075.7,1633,1620.1,1137.5,1362.4,599.7,550.5,463.2,569.8
"lepA",2017.7,1076.3,564.4,767,1230.8,760.7,698.9,860.5,621.7,363.3,283,203.1,1157.2,810.4,773.1,335.3,951.4,771.6,589.9,649.6,528.6,730,313.5,313
"rseC",570.5,637.3,401.8,944.3,231,445.3,983.8,593.5,254.5,161.4,287.2,404.1,601.4,599.7,662.7,460,672.2,70,387.2,493.6,336.4,250,394.4,520.2
"rseB",622.2,701.9,430.1,1351.7,563.5,1170.4,850.9,2066.2,419.9,244.2,1028.4,949.7,635.7,502.3,706,628.5,989.4,777.7,1445.8,1965.3,483.6,545,1131.9,1042.2
"rseA",1307.1,5421.6,3916.3,7681.6,2439.6,7134,5106.2,15192,832,897.4,3662.6,2992.7,1450.5,2193.2,2101,5926.8,4071.5,2106.2,9217.8,11590.8,1094.4,1357.5,4121.5,3030.4
"rpoE",1238.7,4754.6,1949.7,4101.3,1254.8,2549.9,1978.9,4975.6,600.3,514.2,1978.8,2097.3,1006.8,1605.4,1485.9,4741.4,2057.8,1010.6,2963.8,5073.5,781.3,541.8,2555.9,1978.6
"nadB",285.4,360,304.8,361.8,291,509.9,190,283.8,155.3,49.7,161.6,131.5,309.6,231.7,270.9,162.9,407.4,172.7,361.9,333.7,111.9,217.4,125.4,86.4
"yfiC",902.5,805.7,273.1,410.7,844.5,681.4,285.1,345.7,459.2,139.6,224.4,134.1,754.5,721.5,550,190.7,712,494.9,625.6,408,397.4,692.9,128.2,80.3
"srmB",1835.1,1038.5,823.6,490.1,2175.3,658.1,739.3,769.8,627.3,306,269.1,130.9,1155.4,988.3,786.4,405.9,827.1,817.9,446.2,571.5,325.5,614.8,196.4,197.8
"yfiE",224.4,320.2,314.2,404.1,174.6,316.5,247.1,311.8,63.3,79.7,84.6,91.7,202.3,250.3,249.6,210.3,240.4,201.1,308.2,255.7,97.8,114.9,113.4,74.9
"eamB",204,226.7,282.9,505.7,328.9,465,375.2,430.2,33.9,77.4,90.3,116.8,177.2,201,224.6,412.6,356.6,249.7,516.1,326.6,100.1,100.5,120.8,82.6
"grcA",1001.2,1026.8,14461.6,1160.6,4314.4,587.2,12918.8,486.8,249.2,2521.8,1421.2,235.4,657.5,2950.7,8093.1,6794.2,9320.6,6868.9,1509,537.2,258.5,215.7,797.9,300.3
"ung",536.6,689.3,988.3,711.9,499.9,1106.9,1068.4,780.7,154.2,245.8,465.9,268.8,510.8,775,629.6,711.7,714.2,1031.5,600.1,640.4,398.9,334.2,422.4,289.2
"yfiF",2679,1034.9,878.9,920.2,2086.8,676.1,468.7,623.9,885.3,186.1,337.2,168,1467.7,949.2,716.5,662.4,662.6,546.3,575.8,421.4,394.6,534.2,264.6,219.3
"trxC",488,762.4,774,1105.7,484.7,665,804.2,795.7,184.3,115.7,240.7,264.9,501.5,567.9,511.1,1200.5,345.2,469,684.3,776,249.4,192,289.2,321.6
"tapT",469.3,326.2,161.2,258,481.8,488.6,136.8,200.4,225.7,86,87.7,45.4,401.7,378.6,226.3,105.1,402.6,232.4,154.2,192.3,185,220.4,96.5,67.4
"patZ",248.7,1205.2,2392.3,1768.9,295.8,800.5,2815.4,2846.1,186,207.5,1906.7,1197.4,223.9,361.4,575.8,3832.8,348.4,668.2,2455.4,3380.8,341.7,477.4,1801.1,1502
"pssA",2523.6,1575.3,3080.5,1893.6,1280.8,1112.2,2677.3,2160.3,494.6,449.5,1602.2,927.2,1574.8,1819.9,1941.2,1850.6,813.3,899.6,1870.7,1973.9,759.3,904.1,1352,1024.8
"yfiM",328.3,261.5,181,930.3,603.4,825.3,376.8,636.3,115.7,76.5,123.2,167.5,617,274.3,482.5,280,384,527.3,780.4,504.2,197.5,170.1,165.8,294.2
"kgtP",3988.3,6036.5,3809.2,14467.6,4728.6,8487.4,7027.4,9328.7,2025,1951.1,2293.1,2946.6,6375,4227.6,9921.6,7788.2,5486.9,7110,7923.4,7895.7,3581.3,2381.1,3203.8,4682.6
"rrfG",1840.1,8820,8429.6,22153.5,38440.7,101642.4,102154.6,79175.2,8871.1,11397.5,11247.5,9291.5,0,2472.8,1092.2,4842.3,109127.7,104082.6,98965.9,113334.9,13510.2,8604,12157.7,11433.5
"rrlG",838.5,4317.6,4412.3,47589.5,15102.5,21944.2,22501.2,6026.6,6559,7392.5,9149.7,8884.7,4.9,1479.3,1248.1,5723.2,40707.6,35453.6,4021.6,4293.9,9129.2,6517.4,9122.3,9055.4
"gltW",9206.7,22351.6,19580.8,50855.3,26371.8,109517,69504.4,74337.7,5075.7,8370.4,8418,8564.1,109.8,6226.7,2607.2,4929.5,123851,89788.6,71557.4,125937.6,8349,7357.3,9512.8,9412.5
"rrsG",881.2,1134.5,2594.4,14107.2,0.1,3955.1,0,4144.6,7357.2,7774.7,9988.2,9673.1,0,0,1092.2,1351.1,9,0,0.1,4383.6,9467.4,7331.2,10552.4,9365.2
"clpB",376.5,704,2477.2,735.9,420.2,1359.5,479.2,1075.2,183.1,36.4,439.5,215.6,364,324.8,556.2,997.9,976.5,311.7,565.3,892.9,156.1,505.6,279.5,343.5
"yfiH",382.7,194.7,207.3,448,364.1,199.4,298.2,570.4,169.7,74.6,206.6,181.1,466.8,153.4,72.4,249.8,189.5,211.6,321.4,428.1,223.8,270.6,271.5,301.4
"rluD",1679.4,708.7,1807.9,1740,1465.4,1218.7,1828.7,4180.8,587.2,381.2,1269.2,765.1,1325.3,937.1,823.4,1778.6,1404.6,1418.9,2267.3,2724,741.1,794.3,1215.5,1042.4
"bamD",NA,NA,NA,NA,NA,NA,NA,NA,742,588.1,1152.4,775.1,NA,NA,NA,NA,NA,NA,NA,NA,1131.8,1398.3,896.4,507.1
"raiA",1405.3,12832.3,20543.9,39314.3,1411.2,18735,35800.6,16970,587.3,1464.2,7989.7,6939,3610.7,5687.5,13900.5,27243.5,4125,16476.1,36517.2,22449.8,3634.9,2436.6,7420.6,6271.4
"pheL",105.2,92.5,63.9,165,96.3,93.3,59,26.4,29.4,26.5,128.7,121.1,179.9,112.2,286,187.7,73.6,5.2,60,97,68.9,129.3,126.4,85.7
"pheA",600.5,270.9,690.9,612.4,426.2,482.4,669.7,444.3,270,129.1,496.3,179.8,718.1,477.8,795.9,268.1,268.5,326.4,304.4,344.9,459.6,721.4,216.8,166
"tyrA",490.9,415.3,421.2,446.4,307.6,347.6,388.5,469.7,140.9,104.2,227.3,111.2,478.3,421.3,430.4,362.5,331.8,378.6,349.3,417.4,188,228.6,180.6,156.5
"aroF",790.3,362.2,458.4,383.2,517.4,388.2,460,365.3,230.3,124.5,269.7,143.7,682.6,403.9,439.3,261.4,390.1,357.3,317.2,284.2,278.7,388,190.9,145.4
"yfiL",130.7,211.7,514.2,488.7,70.7,167.5,456.2,326.9,23.3,35.2,302,189,110.1,144.6,127,803.5,95.7,176.8,492.6,298.6,52.2,72.9,267.7,265.4
"yfiR",NA,NA,NA,NA,NA,NA,NA,NA,102.7,119.8,163.6,171,NA,NA,NA,NA,NA,NA,NA,NA,188,150,166.6,184.6
"dgcN",261.6,216,255.1,293.6,212,357.2,169.3,270.6,122.7,77.9,176.5,90.1,294.9,253.7,193.9,155.8,170.8,287.8,308.8,30.8,136.8,181,127.7,62.3
"yfiB",240.3,255.8,194.8,37.6,173.8,177.3,115.7,48.1,64.2,43.2,107.3,10.9,301,200.9,200,45,262.3,173.7,38.5,37.9,129.9,113.1,141.6,59.5
"rplS",10144.1,4321.1,1514.1,2301,9993.3,2331.1,1353.7,2939.7,2733.1,2837.8,1068.5,1332.9,13715.6,7239.4,6102.5,1030.9,13095.4,6718.3,1488.9,2178.3,2628.9,2384,759.9,922.4
"trmD",13247.1,9035.2,2229.9,4499.3,14809.4,3725.6,3064.1,6173.2,4383.7,4600.8,1931.9,2087.1,16446.8,12936.1,9487.1,865.4,22234.4,12012.5,2292.8,3357.4,5380,3889.6,1422.6,1521.6
"rimM",15012.8,12652,2847.9,4084.4,21775.4,4543.8,5129.4,11108.2,5192.4,5995.8,2612.6,1894.1,17931.8,17381.6,12272.6,1252.9,20794.5,16387,3330.8,4708.1,8007.8,4360.2,2358.5,2432.8
"rpsP",10398.7,5609.1,1243.1,1628.2,14904.9,3021.1,3616.2,6809.9,3056,3868.6,1159.8,1146.5,12902.2,10417.9,6525.7,726.1,12172.1,11095,2137.1,3858.6,4025.8,2773.9,1266.4,1250
"ffh",2435,1584.5,1111.7,965.2,2557.6,1572.9,745.3,1216.5,1017.4,500.4,481.3,273.4,1908.1,2167.4,1076.8,726.2,2177.5,1386,1092.5,961.6,1027.6,852.2,364.6,510.9
"ypjD",NA,NA,NA,NA,NA,NA,NA,NA,282,97.4,280.4,214.6,NA,NA,NA,NA,NA,NA,NA,NA,177.2,508.8,185,133.3
"grpE",2728.2,3568.3,4149.3,1630,6102.5,7073.3,3104.6,2312.7,1417.9,691.6,1247.8,809,3904.2,3708.7,3613.2,1785.7,4125.1,2804.9,2337.9,1611.7,1885.3,1875.5,766.2,637.5
"nadK",192.2,307.7,454.6,408.6,250.1,429.3,373.1,426,161.1,76.5,271.7,166,225.1,254.6,203.3,240.7,268.2,240.1,491,491.4,173.9,259.9,258.6,175.3
"recN",284.7,426.3,489.3,461.7,141,312.4,367,234.1,53,68.3,183.7,93.5,419.5,460,397.6,563.7,336.8,282.9,348.8,252.4,120.7,138.8,138.6,129.3
"bamE",2991.5,2848,1294.5,2570.1,1418.3,1075.9,752.4,764.9,417.1,307.1,590.3,683.8,3136,2567.9,2929.5,1770.4,1526.8,836.6,801.2,791.7,460.9,569.7,613.7,439.8
"yfjF",NA,NA,NA,NA,NA,NA,NA,NA,497.2,505.4,179.9,156.4,NA,NA,NA,NA,NA,NA,NA,NA,728.7,394.2,272.8,232.8
"ratA",NA,NA,NA,NA,NA,NA,NA,NA,796.2,465.2,537.3,275.1,NA,NA,NA,NA,NA,NA,NA,NA,634.8,593.4,306.2,258.2
"smpB",2057.1,1370.6,822.5,1089.6,2192.1,1035.8,1221.5,1089.5,895.3,473.1,756.6,448.6,1209.4,1707.6,1045,525.3,1202.3,1302.4,689.8,579.2,766.8,1089.9,543.2,480.7
"ssrA",18486.6,24463.5,21959.3,61522,55225.3,93176.9,81809.6,65298.8,8110.6,10134.1,11668.7,11202.3,20485.3,23544.6,22025.5,24823.3,98027.8,88189.6,101720.2,98494.6,12009.1,9007.3,12595.3,12705.3
"intA",251.4,515,959.2,460.9,231.4,615.6,1078.6,676.6,88.5,95.6,513.1,376.1,265.5,362.6,360.9,435,261.4,352.8,780.7,437.8,286.9,420.8,485.2,384.5
"yfjH",97.4,67.1,68.7,53.3,82,69.6,42,4.9,33.6,11.7,27.5,28.8,47.1,82.5,75.7,33.6,42.7,52.4,91.6,6.8,24.4,33.7,34.1,5.9
"alpA",22.6,91.5,21.6,32.8,19,29,9.9,9.6,6.3,4.6,9.9,8.2,16.1,25.2,15.7,16.4,10.1,11.1,17.2,11.2,8,8.7,11.1,5.6
"yfjI",6.7,45.3,22.1,12.8,15.3,51.8,5.5,1,9.8,1,3.9,3.8,2.5,37.4,26.7,3.6,6.4,10.3,4.2,56.6,6.7,2,12.5,3.9
"yfjJ",67.4,39.6,68.8,11,3.5,50.5,49.7,15.1,3.5,2.2,4.1,25.5,8.6,55.9,35.3,40.3,8.8,13.5,7.2,12.2,15.8,3.1,36.9,11.9
"abpB",124.5,117.5,123.6,172.1,89,106.4,110.7,89.2,30.8,22.1,71.3,81.8,92.9,93.9,84.6,114.2,153.7,106.5,99.7,84.6,95.8,83.1,123.8,134.2
"abpA",77.9,111.8,243,23.6,36.7,40.6,240.8,58.9,47.7,50.7,158.2,10.9,56.8,72,104.3,67.5,21.9,24.9,136.3,39.5,67.7,131.7,152.6,56.2
"yfjM",118.5,92,55.6,75.9,97.6,154.1,11.4,63.5,20,10.5,5.6,4,135.2,48.6,84.1,88.8,121.3,87.3,115.2,56.9,27.8,31.8,28.3,3.1
"rnlA",3379.1,1512.1,1252.2,1831.6,3190.1,1044.4,746.4,1457.7,1364.1,349.7,1006.5,1017.8,1208.2,971.1,1049,1627.2,877.5,769.4,853,1168.9,674,1451.4,1018.7,1122.2
"rnlB",1465.6,366.3,363,546.2,1224.6,648.9,515,497.2,504.4,112.5,338.5,361.7,503.1,293.2,268.6,543.2,529.1,274,382.3,630.7,255,656.2,377.2,314.3
"yfjP",99.2,142.3,152.3,157.7,84.5,195.8,183.6,250.1,32,40.2,106.2,64.6,73.8,126.5,76.3,261.6,96.3,99,226.9,234.3,54.3,76.6,83.7,76
"yfjQ",173.6,219.2,266.7,411.5,179,394.3,160.2,367.2,82.4,39.8,123.9,69.4,125.5,73.2,151.7,241,300.7,182.9,383.1,196.9,70,94.1,79.7,79.1
"yfjR",74.6,82.9,16.7,45,17.4,102.7,15.3,25.5,9.4,18.4,11.3,11.5,12.9,17,16.2,15.5,29.3,28.6,31.1,40.4,8.5,14.9,18.7,8.3
"yfjS",NA,NA,NA,NA,NA,NA,NA,NA,78.8,7,104.5,56.5,NA,NA,NA,NA,NA,NA,NA,NA,14.9,64.4,10,1.9
"yfjT",9.1,77.2,44.6,66.6,106.3,170.3,16.1,25.6,2.4,6.2,6.5,16,21.9,26,79.4,57.6,72.5,84.8,32.4,142.1,15.7,9.4,20,3.8
"yfjU",NA,NA,NA,NA,NA,NA,NA,NA,48.1,23.6,446,259.7,NA,NA,NA,NA,NA,NA,NA,NA,62.6,139.5,294.9,305.1
"yfjV",NA,NA,NA,NA,NA,NA,NA,NA,21.5,11.7,27,30.7,NA,NA,NA,NA,NA,NA,NA,NA,34.5,42.3,18,15.4
"yfjW",71.9,55.8,142.6,107.3,54.6,97.8,45.8,13.5,36.2,17.4,109.9,54.2,42.1,64.9,68.9,89.2,4.1,82.4,5.4,73.6,30.3,97,91.9,33.1
"yfjX",212.4,209.5,186.8,321.2,277.6,398.2,176,237.3,48,47.7,97.8,57,232.3,185,191.6,200.5,330.8,406.3,259.2,384.1,70.9,55.6,77.3,65.2
"yfjY",187.5,159.1,107.8,156.9,208.5,306.3,81.4,149.5,51.2,11.7,45.5,41.3,63.6,39.2,98.3,96,264.4,39.3,227.3,298.4,16,67.8,81.3,29
"yfjZ",164.8,136.7,127.1,105.6,155.6,164.7,11,84.6,17.9,3.6,45.1,41.8,112.1,67.6,110.6,38.4,84.7,78.7,107.4,131.4,43.8,30.1,24.7,23.7
"ypjF",162.7,10.8,38.2,10.8,80.2,21.8,21.8,64.5,3.4,4.1,7.4,1.3,11.4,59.4,6.4,6.6,56.9,13.3,19.3,62.9,2.7,4.6,7.6,1.6
"ypjA",12.3,110.4,128.3,238.6,173.9,249.8,239,237.2,120.8,77.5,234.7,207.2,121.6,122.9,74.5,166.9,189,317.4,221.9,281.3,67.8,153.6,152.7,157.7
"pinH",NA,NA,NA,NA,NA,NA,NA,NA,0.9,4.9,7.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,8.9,4.8,7.9,5.2
"ypjB",NA,NA,NA,NA,NA,NA,NA,NA,29.7,1.5,5.3,3.1,NA,NA,NA,NA,NA,NA,NA,NA,5.7,30.4,1.5,0.9
"ypjC",NA,NA,NA,NA,NA,NA,NA,NA,29.3,17.6,8.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,6.8,35.8,10.9,4.6
"ileY",536.4,297,277.4,692.3,902.8,1637.1,1274.8,1134.3,87.6,125.2,212.3,325.1,1126.9,783.7,618.1,569.9,1580.2,1719.5,2498.3,1443.8,140.4,124.3,279.8,326
"glaH",NA,NA,NA,NA,NA,NA,NA,NA,25.3,27.8,720.3,298.5,NA,NA,NA,NA,NA,NA,NA,NA,41.9,612.4,394.4,584.8
"lhgD",220.2,705.1,4638.3,1949.6,51.9,1590.3,2795.5,2344.9,93.7,98,1338.2,399,191.2,246.7,376.6,5138.6,83.1,523.2,1262.8,2786.3,102.2,1051.2,921.5,1416.9
"gabD",143.4,432.1,3489.4,1165,171,1026.4,2040.1,1320.8,11.3,53.3,595.6,155.5,20.5,28.4,345.8,2358.6,140.4,320.5,685.9,2025.7,39.9,711.8,483.3,662.2
"gabT",211.4,288.8,4266.1,1348.3,44.6,1105.2,3642.4,1616.7,78,64.7,930.5,207.7,134.3,266.4,486.6,3130.1,144.3,759.2,993,1824.3,89.9,1056.3,544.6,728.9
"gabP",13.7,25.9,904,361,14.2,102.8,597.7,245.1,10.1,2.9,262.4,110,8.5,13.4,105.7,683.9,44.5,11.1,130.3,328.7,5.3,329.1,187.4,158.9
