tf,tg,score
crp,2,0.787
metJ,2,0.792
fis,2,0.748
hns,2,0.812
narL,2,0.734
fnr,2,0.751
torR,2,0.737
cpxR,2315,0.725
tyrR,2315,0.701
crp,2315,0.712
cspA,2315,0.715
fis,2315,0.731
argR,2315,0.717
ompR,2315,0.761
narL,2315,0.732
hns,2315,0.808
lrp,2315,0.764
metR,2315,0.777
torR,2315,0.707
marR,2315,0.727
cytR,2315,0.702
fur,2315,0.707
fnr,2315,0.745
hns,2315,0.808
cynR,2315,0.711
metR,2315,0.777
cspA,2315,0.715
soxS,2315,0.734
marR,2315,0.727
arcA,2315,0.708
soxS,2315,0.734
fur,2315,0.707
tyrR,2315,0.701
cpxR,2315,0.725
cytR,2315,0.702
dnaA,2315,0.802
lexA,2315,0.739
fadR,2315,0.795
cynR,2315,0.711
nagC,2315,0.704
iclR,2315,0.708
nagC,2315,0.704
arcA,2315,0.708
fis,2315,0.731
fnr,2315,0.745
ompR,2315,0.761
crp,2315,0.712
lexA,2315,0.739
fadR,2315,0.795
argR,2315,0.717
lacI,2315,0.797
torR,2315,0.707
lrp,2315,0.764
lacI,2315,0.797
dnaA,2315,0.802
narL,2315,0.732
iclR,2315,0.708
dnaA,1467,0.748
torR,1467,0.737
nagC,1467,0.715
cytR,1467,0.715
narL,1467,0.718
cpxR,1467,0.78
fis,1467,0.726
metR,1467,0.735
glpR,1467,0.7
tyrR,1467,0.708
cspA,1467,0.815
ompR,1467,0.709
cytR,1467,0.715
argR,1467,0.704
hns,1467,0.762
soxS,1467,0.758
fnr,1467,0.788
hns,1467,0.762
metR,1467,0.735
cpxR,1467,0.78
crp,1467,0.765
soxS,1467,0.758
tyrR,1467,0.708
ompR,1467,0.709
dnaA,1467,0.748
rpoN,1467,0.739
fnr,1467,0.788
malT,1467,0.709
nagC,1467,0.715
cspA,1467,0.815
argR,1467,0.704
crp,1467,0.765
narL,1467,0.718
lrp,1467,0.767
torR,1467,0.737
glpR,1467,0.7
fis,1467,0.726
pdhR,3,0.707
hns,3,0.781
cspA,3,0.731
arcA,3,0.759
glpR,3,0.804
malT,3,0.807
dnaA,3,0.709
cpxR,3,0.813
lrp,3,0.723
torR,3,0.724
gcvA,3,0.704
ilvY,3,0.719
pdhR,3,0.707
cpxR,3,0.813
cspA,3,0.731
fis,3,0.703
ompR,3,0.743
lrp,3,0.723
malT,3,0.807
crp,3,0.741
fur,3,0.731
glpR,3,0.804
metR,3,0.784
cytR,3,0.755
phoB,3,0.744
soxS,3,0.719
fur,3,0.731
cytR,3,0.755
cynR,3,0.711
gcvA,3,0.704
dnaA,3,0.709
narL,3,0.711
arcA,3,0.759
phoB,3,0.744
crp,3,0.741
ilvY,3,0.719
fis,3,0.703
soxS,3,0.719
hns,3,0.781
narL,3,0.711
torR,3,0.724
metR,3,0.784
purR,2314,0.707
tyrR,2314,0.716
crp,2314,0.709
cspA,2314,0.769
fis,2314,0.712
argR,2314,0.734
hns,2314,0.757
lrp,2314,0.714
metR,2314,0.806
torR,2314,0.707
cytR,2314,0.717
fnr,2314,0.749
hns,2314,0.757
metR,2314,0.806
cspA,2314,0.769
soxS,2314,0.706
arcA,2314,0.716
soxS,2314,0.706
malT,2314,0.807
tyrR,2314,0.716
cytR,2314,0.717
dnaA,2314,0.71
nagC,2314,0.764
purR,2314,0.707
arcA,2314,0.716
nagC,2314,0.764
metJ,2314,0.705
fis,2314,0.712
fnr,2314,0.749
malT,2314,0.807
crp,2314,0.709
metJ,2314,0.705
glpR,2314,0.784
argR,2314,0.734
glpR,2314,0.784
gcvA,2314,0.739
torR,2314,0.707
lrp,2314,0.714
gcvA,2314,0.739
dnaA,2314,0.71
torR,1466,0.791
cytR,1466,0.796
lexA,1466,0.724
cpxR,1466,0.747
metR,1466,0.751
glpR,1466,0.749
pdhR,1466,0.707
ompR,1466,0.755
cytR,1466,0.796
hns,1466,0.765
soxS,1466,0.711
hns,1466,0.765
fnr,1466,0.703
metR,1466,0.751
fadR,1466,0.707
cpxR,1466,0.747
arcA,1466,0.8
crp,1466,0.743
soxS,1466,0.711
ompR,1466,0.755
dnaA,1466,0.738
fnr,1466,0.703
malT,1466,0.838
arcA,1466,0.8
malT,1466,0.838
pdhR,1466,0.707
crp,1466,0.743
torR,1466,0.791
lexA,1466,0.724
glpR,1466,0.749
fadR,1466,0.707
hns,4,0.76
cspA,4,0.7
argR,4,0.756
arcA,4,0.725
malT,4,0.812
fadR,4,0.739
cpxR,4,0.714
lrp,4,0.791
cpxR,4,0.714
nagC,4,0.735
cspA,4,0.7
galR,4,0.705
fnr,4,0.747
ompR,4,0.735
argR,4,0.756
ompR,4,0.735
lrp,4,0.791
malT,4,0.812
metR,4,0.701
cytR,4,0.732
galR,4,0.705
soxS,4,0.717
cytR,4,0.732
fadR,4,0.739
nagC,4,0.735
arcA,4,0.725
tyrR,4,0.726
soxS,4,0.717
hns,4,0.76
fnr,4,0.747
metR,4,0.701
pdhR,2313,0.707
cpxR,2313,0.725
crp,2313,0.73
phoB,2313,0.804
ompR,2313,0.817
hns,2313,0.914
narL,2313,0.705
lrp,2313,0.739
metR,2313,0.736
torR,2313,0.724
marR,2313,0.712
cytR,2313,0.761
pdhR,2313,0.707
hns,2313,0.914
fnr,2313,0.701
cynR,2313,0.711
metR,2313,0.736
soxS,2313,0.764
narP,2313,0.708
phoB,2313,0.804
marR,2313,0.712
arcA,2313,0.797
soxS,2313,0.764
malT,2313,0.802
cpxR,2313,0.725
cytR,2313,0.761
dnaA,2313,0.724
fadR,2313,0.808
cynR,2313,0.711
nagC,2313,0.701
arcA,2313,0.797
nagC,2313,0.701
metJ,2313,0.753
rpoN,2313,0.723
fnr,2313,0.701
malT,2313,0.802
ompR,2313,0.817
crp,2313,0.73
metJ,2313,0.753
glpR,2313,0.805
fadR,2313,0.808
glpR,2313,0.805
narP,2313,0.708
torR,2313,0.724
lrp,2313,0.739
dnaA,2313,0.724
narL,2313,0.705
dnaA,1465,0.86
nagC,1465,0.787
cytR,1465,0.94
narL,1465,0.717
metR,1465,0.711
glpR,1465,0.7
phoB,1465,0.75
cspA,1465,0.723
ompR,1465,0.753
pdhR,1465,0.707
cytR,1465,0.94
argR,1465,0.709
hns,1465,0.777
soxS,1465,0.716
hns,1465,0.777
fnr,1465,0.719
metR,1465,0.711
fadR,1465,0.811
cynR,1465,0.733
phoB,1465,0.75
arcA,1465,0.776
metJ,1465,0.741
cynR,1465,0.733
crp,1465,0.834
soxS,1465,0.716
fur,1465,0.714
ilvY,1465,0.702
ompR,1465,0.753
dnaA,1465,0.86
fnr,1465,0.719
arcA,1465,0.776
nagC,1465,0.787
cspA,1465,0.723
fur,1465,0.714
pdhR,1465,0.707
argR,1465,0.709
crp,1465,0.834
narL,1465,0.717
lrp,1465,0.811
gcvA,1465,0.719
metJ,1465,0.741
gcvA,1465,0.719
glpR,1465,0.7
ilvY,1465,0.702
fadR,1465,0.811
ilvY,2312,0.737
cpxR,2312,0.887
tyrR,2312,0.878
crp,2312,0.746
phoB,2312,0.716
cspA,2312,0.792
fis,2312,0.703
ompR,2312,0.783
hns,2312,0.76
lrp,2312,0.731
metR,2312,0.798
cytR,2312,0.833
fur,2312,0.735
hns,2312,0.76
fnr,2312,0.756
metR,2312,0.798
cspA,2312,0.792
soxS,2312,0.787
phoB,2312,0.716
arcA,2312,0.728
soxS,2312,0.787
fur,2312,0.735
ilvY,2312,0.737
tyrR,2312,0.878
cpxR,2312,0.887
cytR,2312,0.833
dnaA,2312,0.72
fadR,2312,0.718
nagC,2312,0.714
iclR,2312,0.729
arcA,2312,0.728
nagC,2312,0.714
metJ,2312,0.712
fis,2312,0.703
fnr,2312,0.756
ompR,2312,0.783
crp,2312,0.746
metJ,2312,0.712
glpR,2312,0.745
fadR,2312,0.718
glpR,2312,0.745
gcvA,2312,0.706
lrp,2312,0.731
gcvA,2312,0.706
dnaA,2312,0.72
iclR,2312,0.729
pdhR,5,0.707
hns,5,0.784
arcA,5,0.709
malT,5,0.764
fadR,5,0.743
dnaA,5,0.711
cpxR,5,0.744
torR,5,0.707
pdhR,5,0.707
cpxR,5,0.744
fis,5,0.711
galR,5,0.769
ompR,5,0.719
malT,5,0.764
fur,5,0.72
metR,5,0.748
cytR,5,0.792
galR,5,0.769
phoB,5,0.713
soxS,5,0.769
fur,5,0.72
cytR,5,0.792
fadR,5,0.743
dnaA,5,0.711
narL,5,0.701
arcA,5,0.709
tyrR,5,0.74
phoB,5,0.713
tyrR,5,0.74
fis,5,0.711
soxS,5,0.769
hns,5,0.784
narL,5,0.701
torR,5,0.707
metR,5,0.748
dnaA,1464,0.783
purR,1464,0.725
cytR,1464,0.703
fis,1464,0.759
metR,1464,0.782
tyrR,1464,0.825
cspA,1464,0.7
ompR,1464,0.707
pdhR,1464,0.732
cytR,1464,0.703
hns,1464,0.728
soxS,1464,0.813
hns,1464,0.728
fnr,1464,0.816
metR,1464,0.782
fadR,1464,0.734
crp,1464,0.705
soxS,1464,0.813
fhlA,1464,0.73
tyrR,1464,0.825
ompR,1464,0.707
dnaA,1464,0.783
rpoN,1464,0.728
fnr,1464,0.816
malT,1464,0.749
cspA,1464,0.7
pdhR,1464,0.732
purR,1464,0.725
fhlA,1464,0.73
crp,1464,0.705
lrp,1464,0.726
gcvA,1464,0.738
fis,1464,0.759
fadR,1464,0.734
pdhR,6,0.707
hns,6,0.753
metJ,6,0.737
cspA,6,0.723
lexA,6,0.75
glpR,6,0.722
arcA,6,0.754
malT,6,0.742
lrp,6,0.704
gcvA,6,0.722
purR,6,0.716
pdhR,6,0.707
nagC,6,0.764
cspA,6,0.723
galR,6,0.76
fnr,6,0.766
ompR,6,0.746
lrp,6,0.704
malT,6,0.742
glpR,6,0.722
cytR,6,0.801
galR,6,0.76
soxS,6,0.716
lacI,6,0.729
cytR,6,0.801
lexA,6,0.75
nagC,6,0.764
gcvA,6,0.722
narL,6,0.728
arcA,6,0.754
metJ,6,0.737
soxS,6,0.716
hns,6,0.753
narL,6,0.728
fnr,6,0.766
cpxR,2311,0.757
tyrR,2311,0.786
pdhR,2311,0.732
crp,2311,0.747
phoB,2311,0.737
galR,2311,0.714
cspA,2311,0.9
fis,2311,0.738
argR,2311,0.769
ompR,2311,0.833
hns,2311,0.793
lrp,2311,0.72
cytR,2311,0.713
fur,2311,0.727
pdhR,2311,0.732
hns,2311,0.793
fnr,2311,0.771
cspA,2311,0.9
soxS,2311,0.819
phoB,2311,0.737
arcA,2311,0.801
soxS,2311,0.819
fur,2311,0.727
malT,2311,0.713
tyrR,2311,0.786
cpxR,2311,0.757
cytR,2311,0.713
dnaA,2311,0.724
fadR,2311,0.749
nagC,2311,0.741
arcA,2311,0.801
nagC,2311,0.741
ada,2311,0.74
fis,2311,0.738
fnr,2311,0.771
malT,2311,0.713
ompR,2311,0.833
crp,2311,0.747
ada,2311,0.74
fadR,2311,0.749
argR,2311,0.769
galR,2311,0.714
lrp,2311,0.72
dnaA,2311,0.724
cytR,1463,0.712
cpxR,1463,0.704
narL,1463,0.727
metR,1463,0.746
tyrR,1463,0.723
phoB,1463,0.723
ompR,1463,0.769
pdhR,1463,0.707
ada,1463,0.726
cytR,1463,0.712
hns,1463,0.81
soxS,1463,0.7
hns,1463,0.81
fnr,1463,0.723
metR,1463,0.746
fadR,1463,0.788
cynR,1463,0.711
phoB,1463,0.723
cpxR,1463,0.704
arcA,1463,0.776
cynR,1463,0.711
crp,1463,0.701
soxS,1463,0.7
fhlA,1463,0.703
fur,1463,0.822
ilvY,1463,0.737
tyrR,1463,0.723
ompR,1463,0.769
dnaA,1463,0.796
rpoN,1463,0.709
ada,1463,0.726
fnr,1463,0.723
malT,1463,0.729
arcA,1463,0.776
malT,1463,0.729
fur,1463,0.822
pdhR,1463,0.707
fhlA,1463,0.703
crp,1463,0.701
narL,1463,0.727
lrp,1463,0.709
gcvA,1463,0.708
ilvY,1463,0.737
fadR,1463,0.788
iclR,7,0.792
hns,7,0.738
cspA,7,0.769
arcA,7,0.705
malT,7,0.724
dnaA,7,0.789
lrp,7,0.758
cpxR,7,0.827
torR,7,0.707
cpxR,7,0.827
nagC,7,0.702
cspA,7,0.769
fis,7,0.728
ompR,7,0.77
rpoN,7,0.703
ompR,7,0.77
lrp,7,0.758
malT,7,0.724
fur,7,0.71
metR,7,0.717
cytR,7,0.746
narP,7,0.701
soxS,7,0.717
rpoN,7,0.703
lacI,7,0.702
narP,7,0.701
lacI,7,0.702
fur,7,0.71
cytR,7,0.746
cynR,7,0.756
nagC,7,0.702
cynR,7,0.756
dnaA,7,0.789
narL,7,0.717
iclR,7,0.792
arcA,7,0.705
tyrR,7,0.717
fis,7,0.728
soxS,7,0.717
hns,7,0.738
narL,7,0.717
metR,7,0.717
torR,7,0.707
tyrR,2310,0.737
crp,2310,0.704
cspA,2310,0.746
argR,2310,0.711
ompR,2310,0.738
hns,2310,0.849
narL,2310,0.785
lrp,2310,0.742
metR,2310,0.713
torR,2310,0.737
cytR,2310,0.718
hns,2310,0.849
metR,2310,0.713
cspA,2310,0.746
soxS,2310,0.752
narP,2310,0.724
soxS,2310,0.752
malT,2310,0.749
tyrR,2310,0.737
cytR,2310,0.718
dnaA,2310,0.714
fadR,2310,0.715
nagC,2310,0.709
metJ,2310,0.745
malT,2310,0.749
ompR,2310,0.738
crp,2310,0.704
metJ,2310,0.745
glpR,2310,0.728
fadR,2310,0.715
argR,2310,0.711
glpR,2310,0.728
narP,2310,0.724
torR,2310,0.737
lrp,2310,0.742
dnaA,2310,0.714
narL,2310,0.785
pdhR,8,0.756
hns,8,0.824
cspA,8,0.7
fhlA,8,0.704
glpR,8,0.822
malT,8,0.745
fadR,8,0.739
cpxR,8,0.762
pdhR,8,0.756
cspA,8,0.7
fnr,8,0.797
rpoN,8,0.753
malT,8,0.745
glpR,8,0.822
soxS,8,0.715
rpoN,8,0.753
fadR,8,0.739
tyrR,8,0.791
fhlA,8,0.704
tyrR,8,0.791
soxS,8,0.715
hns,8,0.824
fnr,8,0.797
pdhR,9,0.732
hns,9,0.806
lexA,9,0.727
argR,9,0.743
glpR,9,0.843
arcA,9,0.803
malT,9,0.885
fadR,9,0.715
lrp,9,0.793
cpxR,9,0.702
torR,9,0.791
cpxR,9,0.702
pdhR,9,0.732
nagC,9,0.71
fnr,9,0.723
ompR,9,0.717
rpoN,9,0.702
argR,9,0.743
ompR,9,0.717
lrp,9,0.793
malT,9,0.885
fur,9,0.738
glpR,9,0.843
cytR,9,0.733
metR,9,0.752
cysB,9,0.725
soxS,9,0.722
rpoN,9,0.702
nagC,9,0.71
fur,9,0.738
cytR,9,0.733
fadR,9,0.715
lexA,9,0.727
narL,9,0.801
arcA,9,0.803
soxS,9,0.722
hns,9,0.806
narL,9,0.801
fnr,9,0.723
cysB,9,0.725
torR,9,0.791
metR,9,0.752
ilvY,2319,0.702
pdhR,2319,0.78
cpxR,2319,0.747
crp,2319,0.734
ilvY,2319,0.702
hns,2319,0.807
ompR,2319,0.793
narL,2319,0.857
lrp,2319,0.721
fnr,2319,0.735
cytR,2319,0.746
pdhR,2319,0.78
hns,2319,0.807
soxS,2319,0.81
narP,2319,0.732
arcA,2319,0.719
soxS,2319,0.81
malT,2319,0.774
cytR,2319,0.746
cpxR,2319,0.747
dnaA,2319,0.712
fadR,2319,0.731
nagC,2319,0.731
iclR,2319,0.729
nagC,2319,0.731
arcA,2319,0.719
metJ,2319,0.712
rpoN,2319,0.712
fnr,2319,0.735
malT,2319,0.774
ompR,2319,0.793
crp,2319,0.734
metJ,2319,0.712
glpR,2319,0.715
fadR,2319,0.731
glpR,2319,0.715
narP,2319,0.732
lrp,2319,0.721
dnaA,2319,0.712
iclR,2319,0.729
narL,2319,0.857
pdhR,2318,0.707
tus,2318,0.703
tyrR,2318,0.742
cpxR,2318,0.727
crp,2318,0.773
phoB,2318,0.762
cspA,2318,0.762
argR,2318,0.705
ompR,2318,0.788
narL,2318,0.748
hns,2318,0.732
lrp,2318,0.755
fnr,2318,0.722
torR,2318,0.707
cytR,2318,0.708
pdhR,2318,0.707
fur,2318,0.734
hns,2318,0.732
cspA,2318,0.762
soxS,2318,0.734
phoB,2318,0.762
arcA,2318,0.723
soxS,2318,0.734
fur,2318,0.734
malT,2318,0.776
cytR,2318,0.708
cpxR,2318,0.727
dnaA,2318,0.7
iclR,2318,0.813
arcA,2318,0.723
tyrR,2318,0.742
metJ,2318,0.707
fnr,2318,0.722
malT,2318,0.776
ompR,2318,0.788
crp,2318,0.773
metJ,2318,0.707
tus,2318,0.703
argR,2318,0.705
torR,2318,0.707
lrp,2318,0.755
dnaA,2318,0.7
narL,2318,0.748
iclR,2318,0.813
nagC,1484,0.71
dnaA,1484,0.745
torR,1484,0.724
fis,1484,0.74
narL,1484,0.702
cytR,1484,0.744
cspA,1484,0.915
argR,1484,0.721
ompR,1484,0.767
pdhR,1484,0.78
hns,1484,0.76
tyrR,1484,0.726
cytR,1484,0.744
soxS,1484,0.739
narP,1484,0.73
modE,1484,0.724
pdhR,1484,0.78
hns,1484,0.76
fnr,1484,0.811
cynR,1484,0.711
iclR,1484,0.729
metJ,1484,0.706
fadR,1484,0.741
ilvY,1484,0.702
tyrR,1484,0.726
arcA,1484,0.705
soxS,1484,0.739
cynR,1484,0.711
fur,1484,0.785
dnaA,1484,0.745
fnr,1484,0.811
arcA,1484,0.705
malT,1484,0.817
nagC,1484,0.71
cspA,1484,0.915
fur,1484,0.785
malT,1484,0.817
argR,1484,0.721
ompR,1484,0.767
fadR,1484,0.741
narL,1484,0.702
lrp,1484,0.721
modE,1484,0.724
metJ,1484,0.706
gcvA,1484,0.763
iclR,1484,0.729
gcvA,1484,0.763
torR,1484,0.724
fis,1484,0.74
narP,1484,0.73
ilvY,1484,0.702
cytR,1000,0.731
cynR,1000,0.8
galR,1000,0.718
ompR,1000,0.81
narP,1000,0.734
phoB,1000,0.745
cynR,1000,0.8
argR,1000,0.74
soxS,1000,0.77
ada,1000,0.711
narP,1000,0.734
fur,1000,0.71
nagC,1000,0.747
cytR,1000,0.731
lexA,1000,0.737
narL,1000,0.738
iclR,1000,0.729
dnaA,1000,0.708
tyrR,1000,0.838
arcA,1000,0.726
metJ,1000,0.732
phoB,1000,0.745
tyrR,1000,0.838
crp,1000,0.729
hns,1000,0.846
rpoN,1000,0.718
soxS,1000,0.77
narL,1000,0.738
hns,1000,0.846
fis,1000,0.725
torR,1000,0.72
pdhR,1000,0.732
fur,1000,0.71
cspA,1000,0.792
lexA,1000,0.737
cpxR,1000,0.749
argR,1000,0.74
arcA,1000,0.726
malT,1000,0.724
dnaA,1000,0.708
lrp,1000,0.78
torR,1000,0.72
gcvA,1000,0.75
iclR,1000,0.729
gcvA,1000,0.75
nagC,1000,0.747
pdhR,1000,0.732
cspA,1000,0.792
ada,1000,0.711
galR,1000,0.718
fis,1000,0.725
rpoN,1000,0.718
ompR,1000,0.81
malT,1000,0.724
cpxR,1000,0.749
lrp,1000,0.78
metJ,1000,0.732
crp,1000,0.729
cspA,2331,0.754
crp,2331,0.767
hns,2331,0.713
soxS,2331,0.774
lrp,2331,0.775
hns,2331,0.713
torR,2331,0.827
cytR,2331,0.734
cspA,2331,0.754
ompR,2331,0.817
soxS,2331,0.774
malT,2331,0.807
dnaA,2331,0.714
cytR,2331,0.734
fadR,2331,0.81
rpoN,2331,0.764
ompR,2331,0.817
malT,2331,0.807
crp,2331,0.767
glpR,2331,0.758
fadR,2331,0.81
glpR,2331,0.758
lrp,2331,0.775
torR,2331,0.827
dnaA,2331,0.714
nagC,1483,0.751
torR,1483,0.755
dnaA,1483,0.707
lexA,1483,0.738
fis,1483,0.725
narL,1483,0.794
cpxR,1483,0.707
purR,1483,0.723
cytR,1483,0.744
metR,1483,0.705
glpR,1483,0.705
ompR,1483,0.793
hns,1483,0.744
cytR,1483,0.744
soxS,1483,0.82
hns,1483,0.744
fnr,1483,0.739
metR,1483,0.705
metJ,1483,0.712
fadR,1483,0.712
arcA,1483,0.733
soxS,1483,0.82
cpxR,1483,0.707
dnaA,1483,0.707
fnr,1483,0.739
arcA,1483,0.733
nagC,1483,0.751
purR,1483,0.723
ompR,1483,0.793
fadR,1483,0.712
narL,1483,0.794
lrp,1483,0.714
metJ,1483,0.712
gcvA,1483,0.715
lexA,1483,0.738
torR,1483,0.755
glpR,1483,0.705
fis,1483,0.725
tyrR,2330,0.838
ilvY,2330,0.737
pdhR,2330,0.732
cspA,2330,0.762
phoB,2330,0.709
ilvY,2330,0.737
crp,2330,0.703
hns,2330,0.781
soxS,2330,0.722
narL,2330,0.791
cpxR,2330,0.83
lrp,2330,0.726
hns,2330,0.781
fnr,2330,0.732
fis,2330,0.726
metJ,2330,0.7
metR,2330,0.778
torR,2330,0.773
cytR,2330,0.701
pdhR,2330,0.732
fur,2330,0.708
cynR,2330,0.844
metR,2330,0.778
cspA,2330,0.762
ompR,2330,0.711
cynR,2330,0.844
phoB,2330,0.709
cpxR,2330,0.83
argR,2330,0.759
arcA,2330,0.82
soxS,2330,0.722
malT,2330,0.828
fur,2330,0.708
dnaA,2330,0.925
nagC,2330,0.721
cytR,2330,0.701
fadR,2330,0.773
gcvA,2330,0.703
nagC,2330,0.721
arcA,2330,0.82
ada,2330,0.744
metJ,2330,0.7
tyrR,2330,0.838
fis,2330,0.726
fnr,2330,0.732
ompR,2330,0.711
malT,2330,0.828
crp,2330,0.703
glpR,2330,0.705
fadR,2330,0.773
argR,2330,0.759
glpR,2330,0.705
lacI,2330,0.729
ada,2330,0.744
lacI,2330,0.729
lrp,2330,0.726
torR,2330,0.773
narL,2330,0.791
gcvA,2330,0.703
dnaA,2330,0.925
nagC,1482,0.73
dnaA,1482,0.707
fis,1482,0.821
narL,1482,0.841
cpxR,1482,0.734
purR,1482,0.703
cytR,1482,0.731
metR,1482,0.756
glpR,1482,0.748
ompR,1482,0.8
pdhR,1482,0.756
hns,1482,0.793
tyrR,1482,0.702
cytR,1482,0.731
soxS,1482,0.704
narP,1482,0.73
hns,1482,0.793
pdhR,1482,0.756
fnr,1482,0.776
cynR,1482,0.733
metR,1482,0.756
crp,1482,0.706
iclR,1482,0.854
tyrR,1482,0.702
arcA,1482,0.716
soxS,1482,0.704
cynR,1482,0.733
cpxR,1482,0.734
fur,1482,0.71
dnaA,1482,0.707
fnr,1482,0.776
rpoN,1482,0.723
arcA,1482,0.716
malT,1482,0.739
nagC,1482,0.73
purR,1482,0.703
fur,1482,0.71
malT,1482,0.739
ompR,1482,0.8
crp,1482,0.706
narL,1482,0.841
lrp,1482,0.761
gcvA,1482,0.787
iclR,1482,0.854
gcvA,1482,0.787
glpR,1482,0.748
fis,1482,0.821
narP,1482,0.73
nagC,1481,0.734
dnaA,1481,0.75
torR,1481,0.827
fis,1481,0.721
hipB,1481,0.776
narL,1481,0.725
cytR,1481,0.801
metR,1481,0.807
glpR,1481,0.773
hipB,1481,0.776
cspA,1481,0.754
ompR,1481,0.706
hns,1481,0.755
cytR,1481,0.801
soxS,1481,0.702
hns,1481,0.755
metR,1481,0.807
metJ,1481,0.723
fadR,1481,0.706
soxS,1481,0.702
dnaA,1481,0.75
nagC,1481,0.734
cspA,1481,0.754
ompR,1481,0.706
narL,1481,0.725
fadR,1481,0.706
lrp,1481,0.713
lacI,1481,0.708
metJ,1481,0.723
gcvA,1481,0.702
torR,1481,0.827
glpR,1481,0.773
lacI,1481,0.708
fis,1481,0.721
nagC,1480,0.742
dnaA,1480,0.811
torR,1480,0.707
lexA,1480,0.735
fis,1480,0.713
cpxR,1480,0.81
narL,1480,0.737
cytR,1480,0.836
cspA,1480,0.808
ompR,1480,0.737
hns,1480,0.824
cytR,1480,0.836
soxS,1480,0.741
modE,1480,0.703
hns,1480,0.824
fnr,1480,0.848
crp,1480,0.743
fadR,1480,0.71
arcA,1480,0.738
soxS,1480,0.741
cpxR,1480,0.81
dnaA,1480,0.811
fnr,1480,0.848
arcA,1480,0.738
malT,1480,0.755
nagC,1480,0.742
cspA,1480,0.808
malT,1480,0.755
ompR,1480,0.737
crp,1480,0.743
narL,1480,0.737
fadR,1480,0.71
lrp,1480,0.783
modE,1480,0.703
lexA,1480,0.735
torR,1480,0.707
fis,1480,0.713
tyrR,2328,0.707
cpxR,2328,0.702
crp,2328,0.755
cspA,2328,0.738
hns,2328,0.784
soxS,2328,0.714
fnr,2328,0.76
lrp,2328,0.798
metR,2328,0.876
fis,2328,0.805
cytR,2328,0.706
fur,2328,0.794
cynR,2328,0.756
metR,2328,0.876
hns,2328,0.784
cspA,2328,0.738
cynR,2328,0.756
ompR,2328,0.702
arcA,2328,0.753
soxS,2328,0.714
malT,2328,0.75
fur,2328,0.794
dnaA,2328,0.756
cytR,2328,0.706
cpxR,2328,0.702
arcA,2328,0.753
metJ,2328,0.742
tyrR,2328,0.707
fis,2328,0.805
fnr,2328,0.76
ompR,2328,0.702
malT,2328,0.75
crp,2328,0.755
metJ,2328,0.742
glpR,2328,0.939
lrp,2328,0.798
dnaA,2328,0.756
tyrR,2327,0.827
ilvY,2327,0.702
cpxR,2327,0.745
pdhR,2327,0.707
cspA,2327,0.738
ilvY,2327,0.702
hns,2327,0.702
argR,2327,0.702
narL,2327,0.755
soxS,2327,0.749
fnr,2327,0.76
lrp,2327,0.738
torR,2327,0.737
metR,2327,0.861
fis,2327,0.808
cytR,2327,0.798
fur,2327,0.704
pdhR,2327,0.707
metR,2327,0.861
hns,2327,0.702
cspA,2327,0.738
ompR,2327,0.747
soxS,2327,0.749
arcA,2327,0.726
malT,2327,0.734
fur,2327,0.704
dnaA,2327,0.765
nagC,2327,0.739
cytR,2327,0.798
cpxR,2327,0.745
lexA,2327,0.702
fadR,2327,0.737
arcA,2327,0.726
nagC,2327,0.739
metJ,2327,0.704
tyrR,2327,0.827
fis,2327,0.808
fnr,2327,0.76
ompR,2327,0.747
malT,2327,0.734
metJ,2327,0.704
glpR,2327,0.779
lexA,2327,0.702
fadR,2327,0.737
argR,2327,0.702
glpR,2327,0.779
lrp,2327,0.738
torR,2327,0.737
dnaA,2327,0.765
narL,2327,0.755
nagC,1479,0.821
dnaA,1479,0.825
torR,1479,0.707
fis,1479,0.709
cytR,1479,0.704
purR,1479,0.719
cpxR,1479,0.798
glpR,1479,0.737
cspA,1479,0.7
ompR,1479,0.777
pdhR,1479,0.707
hns,1479,0.731
cytR,1479,0.704
soxS,1479,0.721
hns,1479,0.731
fnr,1479,0.755
cynR,1479,0.711
fadR,1479,0.7
cpxR,1479,0.798
melR,1479,0.778
soxS,1479,0.721
arcA,1479,0.764
cynR,1479,0.711
crp,1479,0.823
dnaA,1479,0.825
fnr,1479,0.755
arcA,1479,0.764
malT,1479,0.744
melR,1479,0.778
nagC,1479,0.821
cspA,1479,0.7
pdhR,1479,0.707
malT,1479,0.744
purR,1479,0.719
ompR,1479,0.777
crp,1479,0.823
fadR,1479,0.7
lrp,1479,0.714
torR,1479,0.707
glpR,1479,0.737
fis,1479,0.709
tyrR,2326,0.713
cpxR,2326,0.701
pdhR,2326,0.707
cspA,2326,0.746
hns,2326,0.817
narL,2326,0.725
soxS,2326,0.753
lrp,2326,0.705
marR,2326,0.803
metR,2326,0.798
cytR,2326,0.705
pdhR,2326,0.707
fur,2326,0.816
metR,2326,0.798
hns,2326,0.817
araC,2326,0.712
marR,2326,0.803
cspA,2326,0.746
ompR,2326,0.728
soxS,2326,0.753
fur,2326,0.816
cytR,2326,0.705
cpxR,2326,0.701
tyrR,2326,0.713
ompR,2326,0.728
glpR,2326,0.703
lrp,2326,0.705
araC,2326,0.712
narL,2326,0.725
nagC,1478,0.705
dnaA,1478,0.707
torR,1478,0.707
cytR,1478,0.757
narL,1478,0.85
cpxR,1478,0.753
metR,1478,0.785
glpR,1478,0.786
